itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum,브랜드
433980,7,KODEX TDF2040액티브,10015,5,-75,-0.74,10072.0,,8429,83,75,KODEX
426330,4,KOSEF 미국ETF산업STOXX,9985,5,-65,-0.65,10031.0,9.3579,418,4,75,KOSEF
438900,2,HANARO Fn K-푸드,9360,5,-110,-1.16,9362.0,,5123,47,75,HANARO
261140,2,TIGER 우선주,9850,5,-235,-2.33,9827.0,-4.4167,3744,37,75,TIGER
433870,7,ARIRANG TDF2050액티브,9955,2,30,0.3,10097.0,,423,4,75,ARIRANG
143460,2,KINDEX 밸류대형,7405,5,-190,-2.5,7400.0,-7.0949,52,0,74,KINDEX
424460,4,HANARO 글로벌워터MSCI(합성),9255,5,-125,-1.33,9282.0,3.3039,700,6,74,HANARO
395270,2,HANARO Fn K-반도체,6705,5,-240,-3.46,6715.0,-14.8898,18349,125,74,HANARO
381570,2,HANARO Fn친환경에너지,8185,5,-265,-3.14,8177.0,-3.2628,8722,71,74,HANARO
433860,7,ARIRANG TDF2040액티브,9785,2,10,0.1,9939.0,,208,2,73,ARIRANG
441330,4,KOSEF 차이나A50커넥트MSCI,9780,3,0,0.0,9774.0,,9,0,73,KOSEF
104520,2,KOSEF 블루칩,7320,5,-145,-1.94,7317.0,-9.0743,335,2,73,KOSEF
108590,1,TREX 200,29215,5,-710,-2.37,29224.0,-7.7841,31,0,73,TREX
433850,7,ARIRANG TDF2030액티브,9715,5,-10,-0.1,9879.0,,159,1,73,ARIRANG
442550,7,KBSTAR TDF2030액티브,9635,5,-50,-0.52,9685.0,,41,0,72,KBSTAR
304670,6,KODEX 미국채울트라30년선물인버스(H),10295,2,315,3.16,10330.0,6.7379,42456,436,72,KODEX
395150,2,KODEX Fn웹툰&드라마,4800,5,-160,-3.23,4797.0,-15.1412,8137,39,72,KODEX
442580,4,ARIRANG 글로벌D램반도체iSelect,9590,2,45,0.47,9672.0,,207,1,72,ARIRANG
195970,4,ARIRANG 선진국MSCI(합성 H),8560,5,-130,-1.5,8517.0,-12.9695,9362,80,72,ARIRANG
205720,4,KINDEX 일본TOPIX인버스(합성 H),4210,2,35,0.84,4269.0,-1.1835,12770,53,72,KINDEX
131890,2,KINDEX 삼성그룹동일가중,14300,5,-185,-1.28,14311.0,-4.7353,25,0,72,KINDEX
428510,4,KODEX 차이나메타버스액티브,9520,5,-125,-1.3,9563.0,-18.1587,3127,30,71,KODEX
244620,2,KODEX 모멘텀Plus,8905,5,-365,-3.94,8888.0,-10.9938,33323,295,71,KODEX
442570,7,KBSTAR TDF2050액티브,9475,5,-170,-1.76,9643.0,,240,2,71,KBSTAR
442560,7,KBSTAR TDF2040액티브,9470,5,-50,-0.53,9655.0,,755,7,71,KBSTAR
410870,2,TIMEFOLIO K컬처액티브,5910,5,-200,-3.27,5881.0,-8.2583,625,3,71,TIMEFOLIO
270800,2,KBSTAR KQ고배당,10875,5,-290,-2.6,10957.0,-12.6711,260,2,71,KBSTAR
237440,7,TIGER 경기방어채권혼합,8720,5,-15,-0.17,8715.0,-2.6741,1338,11,70,TIGER
375270,7,KBSTAR 글로벌데이터센터리츠나스닥(합성),10695,5,-95,-0.88,10727.0,-8.6755,4035,42,70,KBSTAR
225060,4,TIGER 이머징마켓MSCI레버리지(합성 H),6080,2,15,0.25,6002.0,-27.9264,316,1,69,TIGER
269530,4,ARIRANG S&P글로벌인프라,13765,2,20,0.15,13870.0,2.3836,336,4,69,ARIRANG
319870,7,KBSTAR KRX300미국달러선물혼합,13715,5,-160,-1.15,13742.0,1.947,309,4,69,KBSTAR
189400,4,ARIRANG 글로벌MSCI(합성 H),13275,5,-185,-1.37,13280.0,-8.6219,127,1,68,ARIRANG
437550,7,히어로즈 글로벌리츠이지스액티브,9020,5,-190,-2.06,9185.0,,12794,114,68,히어로즈
436180,2,ARIRANG K-유니콘투자기업액티브,8985,5,-220,-2.39,9030.0,,7,0,67,ARIRANG
404650,2,SOL KRX기후변화솔루션,8380,5,-220,-2.56,8385.0,-0.9787,23,0,67,SOL
183710,7,KBSTAR 주식혼합,33460,5,-480,-1.41,33437.0,-6.3078,6,0,67,KBSTAR
244670,2,KODEX 밸류Plus,7430,5,-165,-2.17,7510.0,-7.0949,14,0,67,KODEX
152500,3,KINDEX 레버리지,4775,5,-245,-4.88,4758.0,-16.0536,47344,224,67,KINDEX
139320,5,TIGER 금은선물(H),8340,5,-40,-0.48,8354.0,-12.4805,1300,10,67,TIGER
137930,3,마이다스 200커버드콜5%OTM,11100,5,-190,-1.68,11119.0,-9.499,4,0,67,마이다스
402460,2,HANARO Fn K-메타버스MZ,6335,5,-315,-4.74,6333.0,-12.327,1670,10,67,HANARO
176950,6,KODEX 국채선물10년인버스,55370,2,95,0.17,55876.0,3.5306,6586,367,66,KODEX
407160,2,MASTER 테크미디어텔레콤액티브,6965,5,-180,-2.52,6962.0,-10.3514,2518,17,66,MASTER
373530,4,ARIRANG 신흥국MSCI인버스(합성 H),12555,2,200,1.62,12566.0,14.7168,4285,53,65,ARIRANG
438210,4,ARIRANG 글로벌인공지능산업MV,8705,2,60,0.69,8749.0,,481,4,65,ARIRANG
441540,2,HANARO Fn조선해운,9265,5,-305,-3.19,9256.0,,54539,518,65,HANARO
275290,2,KODEX MSCI밸류,9240,5,-185,-1.96,9292.0,-9.5924,9,0,65,KODEX
256450,4,ARIRANG 심천차이넥스트(합성),10760,5,-80,-0.74,10978.0,-14.1727,91,0,65,ARIRANG
307010,3,KBSTAR KRX300레버리지,9215,5,-410,-4.26,9264.0,-17.7351,2603,24,65,KBSTAR
291620,3,KOSEF 코스닥150선물인버스,10400,2,320,3.17,10419.0,9.5057,18328,189,64,KOSEF
432850,4,HANARO 글로벌백신치료제MSCI,9910,2,30,0.3,10084.0,-1.4956,600,5,64,HANARO
434730,2,HANARO 원자력iSelect,9195,5,-395,-4.12,9221.0,,18151,168,64,HANARO
371150,4,KBSTAR 차이나항셍테크,5595,5,-60,-1.06,5554.0,-19.5018,1822,10,64,KBSTAR
438740,2,마이다스 KoreaStock중소형액티브,17140,5,-490,-2.78,17226.0,,38,0,64,마이다스
433250,1,UNICORN R&D 액티브,9145,5,-220,-2.35,9154.0,,85818,785,64,UNICORN
304760,1,HANARO KRX300,12795,5,-260,-1.99,12873.0,-9.3718,3,0,64,HANARO
292770,6,KODEX 국채선물3년인버스,53125,5,-40,-0.08,53138.0,1.7706,204,10,64,KODEX
440910,4,WOORI 미국S&P우주항공&디펜스,9030,5,-15,-0.17,9107.0,,352,3,63,WOORI
228820,1,TIGER KTOP30,7420,5,-190,-2.5,7432.0,-7.8247,2269,16,63,TIGER
333950,2,ARIRANG KS로우사이즈가중TR,12605,5,-370,-2.85,12645.0,-6.8892,1318,16,63,ARIRANG
407170,2,MASTER 스마트커머스액티브,7410,5,-140,-1.85,7417.0,-5.9191,2158,15,63,MASTER
266390,2,KODEX 경기소비재,8990,5,-125,-1.37,8994.0,-4.1032,297,2,63,KODEX
333970,2,ARIRANG KS밸류가중TR,12585,5,-315,-2.44,12623.0,-6.8929,7845,99,63,ARIRANG
252410,3,KBSTAR 200선물인버스,6975,2,165,2.42,6987.0,8.267,70393,489,63,KBSTAR
346000,6,HANARO KAP초장기국고채,34740,5,-560,-1.59,34734.0,-4.4707,6772,231,63,HANARO
322130,2,KINDEX 스마트로우볼,12470,5,-225,-1.77,12484.0,-6.8257,10592,132,62,KINDEX
337120,2,KODEX Fn멀티팩터,10375,5,-310,-2.9,10448.0,-7.0061,2,0,62,KODEX
322150,2,KINDEX 스마트하이베타,10350,5,-270,-2.54,10360.0,-8.8413,20,0,62,KINDEX
429740,7,ARIRANG Fn K리츠,8230,5,-115,-1.38,8269.0,-10.0755,231,1,62,ARIRANG
402520,1,FOCUS 혁신기업액티브,6820,5,-160,-2.29,6817.0,-7.3042,105,0,61,FOCUS
419170,4,HANARO 미국메타버스iSelect,8765,2,15,0.17,8862.0,-4.3716,211,1,61,HANARO
429870,7,히어로즈 리츠이지스액티브,8175,5,-90,-1.09,8178.0,-9.6821,71012,578,61,히어로즈
117690,4,TIGER 차이나항셍25,13595,5,-120,-0.87,13612.0,-8.9914,1150,15,61,TIGER
145670,3,KINDEX 인버스,6695,2,160,2.45,6697.0,8.8259,51350,342,60,KINDEX
159800,1,마이티 코스피100,21500,5,-450,-2.05,21624.0,-9.2413,2,0,60,마이티
238670,7,ARIRANG 스마트베타Quality채권혼합,9980,5,-55,-0.55,10013.0,-2.6674,225,2,60,ARIRANG
105010,4,TIGER 라틴35,3975,2,45,1.15,4002.0,10.5485,3087,12,60,TIGER
371130,4,KINDEX 베트남VN30선물블룸버그레버리지(H),11870,5,-450,-3.65,11838.0,-8.9768,2421,28,59,KINDEX
314700,2,HANARO 농업융복합산업,10725,5,-305,-2.77,10752.0,-4.1703,436,4,59,HANARO
301410,3,ARIRANG 코스닥150선물인버스,9000,2,260,2.97,9016.0,9.3183,36075,322,59,ARIRANG
253240,3,KOSEF 200선물인버스,7045,2,170,2.47,7052.0,8.524,35256,247,58,KOSEF
411860,4,KOSEF 독일DAX,7790,5,-135,-1.7,7850.0,-5.6211,1180,9,58,KOSEF
403990,2,KBSTAR KRX기후변화솔루션,8295,5,-270,-3.15,8327.0,-1.0399,338,2,58,KBSTAR
251890,1,KINDEX 코스닥(합성),9655,5,-315,-3.16,9618.0,-9.6512,1744,16,58,KINDEX
394340,4,KOSEF 릭소글로벌디지털경제MSCI,7230,2,80,1.12,7299.0,-4.6667,10,0,58,KOSEF
289480,3,TIGER 200커버드콜ATM,8240,5,-190,-2.25,8234.0,-9.462,40846,336,58,TIGER
291680,4,KBSTAR 차이나H선물인버스(H),14295,2,245,1.74,14431.0,23.5164,1317,18,57,KBSTAR
333980,2,ARIRANG KS퀄리티가중TR,11410,5,-270,-2.31,11440.0,-7.4852,14169,161,57,ARIRANG
147970,2,TIGER 모멘텀,20305,5,-580,-2.78,20285.0,-4.3946,4,0,57,TIGER
333960,2,ARIRANG KS모멘텀가중TR,11365,5,-360,-3.07,11399.0,-8.2551,217,2,57,ARIRANG
299070,6,KINDEX 국채선물10년인버스,113300,2,510,0.45,113986.0,3.6149,147,16,57,KINDEX
285010,2,KBSTAR 200중공업,8550,5,-415,-4.63,8538.0,-2.5544,7827,67,56,KBSTAR
234310,2,KBSTAR V&S셀렉트밸류,11270,5,-275,-2.38,11306.0,-5.9471,7,0,56,KBSTAR
226380,2,KINDEX Fn성장소비주도주,5620,5,-150,-2.6,5609.0,-4.5493,281,1,56,KINDEX
295020,6,KBSTAR 국채선물10년인버스,56075,2,70,0.12,56592.0,3.6553,52,2,56,KBSTAR
315270,2,TIGER 200커뮤니케이션서비스,17515,5,-385,-2.15,17566.0,-15.5223,227,3,56,TIGER
227830,1,ARIRANG 코스피,22405,5,-545,-2.37,22431.0,-7.6273,528,11,56,ARIRANG
105780,2,KBSTAR 5대그룹주,5535,5,-145,-2.55,5533.0,-7.0377,879,4,55,KBSTAR
275280,2,KODEX MSCI모멘텀,9225,5,-75,-0.81,9027.0,-7.7839,1,0,55,KODEX
415920,5,ARIRANG 글로벌희토류전략자원기업MV,9085,2,70,0.78,8840.0,4.7038,629,5,55,ARIRANG
333940,2,ARIRANG KS로우볼가중TR,10820,5,-185,-1.68,10854.0,-5.4147,5024,54,54,ARIRANG
261060,2,TIGER 코스닥150IT,11225,5,-415,-3.57,11209.0,-15.5604,898,10,54,TIGER
342140,7,KINDEX 싱가포르리츠채권혼합모닝스타,8970,5,-70,-0.77,9058.0,-2.9523,53,0,54,KINDEX
192720,2,파워 고배당저변동성,25600,5,-595,-2.27,25685.0,-6.1583,608,15,54,파워
166400,3,TIGER 200커버드콜5%OTM,10695,5,-245,-2.24,10670.0,-9.0985,902,9,53,TIGER
299080,6,KINDEX 국채선물3년인버스,106570,5,-10,-0.01,106584.0,1.7227,1,0,53,KINDEX
227550,2,TIGER 200 산업재,5600,5,-90,-1.58,5606.0,-7.4044,18377,103,53,TIGER
290080,3,KBSTAR 200고배당커버드콜ATM,7465,5,-160,-2.1,7461.0,-7.1255,247,1,52,KBSTAR
287300,2,KBSTAR 200건설,9945,5,-355,-3.45,9933.0,2.8971,4456,44,52,KBSTAR
226980,1,KODEX 200 중소형,10330,5,-340,-3.19,10351.0,-6.1979,4315,44,52,KODEX
322120,2,KINDEX 스마트퀄리티,12650,5,-330,-2.54,12654.0,-7.484,17756,224,51,KINDEX
267450,6,KBSTAR 미국장기국채선물인버스(H),10105,2,185,1.86,10115.0,6.3806,3544,35,51,KBSTAR
261920,4,KINDEX 필리핀MSCI(합성),12530,5,-70,-0.56,12455.0,-0.5918,174,2,50,KINDEX
215620,2,HK S&P코리아로우볼,11125,5,-130,-1.16,11201.0,-2.7646,5,0,50,HK
371870,4,KINDEX 차이나항셍테크,5560,5,-45,-0.8,5554.0,-19.9286,1096,6,50,KINDEX
391670,1,HK 베스트일레븐액티브,7080,3,0,0.0,6890.0,-9.289,0,0,50,HK
253280,2,KBSTAR 헬스케어,9905,2,50,0.51,9898.0,-10.4905,387,3,50,KBSTAR
139290,2,TIGER 200 경기소비재,14420,5,-280,-1.9,14419.0,-2.591,28,0,49,TIGER
419650,2,ARIRANG 글로벌수소&차세대연료전지MV,8150,2,40,0.49,8128.0,-7.8933,2554,20,49,ARIRANG
427110,2,KBSTAR Fn창업투자회사,6425,5,-340,-5.03,6430.0,-16.0149,483,3,49,KBSTAR
272220,2,KINDEX 스마트모멘텀,12040,5,-310,-2.51,12048.0,-7.8702,5476,65,48,KINDEX
379790,4,KBSTAR 유로스탁스50(H),8750,5,-150,-1.69,8820.0,-4.1465,594,5,48,KBSTAR
307520,2,TIGER 지주회사,8730,5,-165,-1.85,8727.0,-10.648,411,3,48,TIGER
280940,5,KODEX 골드선물인버스(H),8000,2,115,1.46,8026.0,12.9656,1197,9,48,KODEX
140580,2,KBSTAR 우량업종,9460,5,-235,-2.42,9498.0,-6.3286,39,0,47,KBSTAR
307510,2,TIGER 의료기기,11815,5,-65,-0.55,11815.0,-16.2496,2243,26,47,TIGER
267500,6,KBSTAR 미국장기국채선물인버스2X(합성 H),9390,2,300,3.3,9476.0,11.9458,5322,49,47,KBSTAR
243890,2,TIGER 200에너지화학레버리지,9305,5,-700,-7.0,9259.0,-22.9793,4558,42,47,TIGER
426410,4,ARIRANG 미국대체투자Top10MV,10215,2,10,0.1,10288.0,1.3406,431,4,46,ARIRANG
407300,2,HANARO Fn골프테마,6120,5,-230,-3.62,6160.0,-12.4742,198,1,46,HANARO
404470,2,HANARO KRX기후변화솔루션,8300,5,-300,-3.49,8324.0,-0.5206,94,0,46,HANARO
157500,2,TIGER 증권,3050,5,-70,-2.24,3055.0,-12.6051,21666,65,45,TIGER
267440,6,KBSTAR 미국장기국채선물(H),8995,5,-165,-1.8,8952.0,-6.0995,24730,222,45,KBSTAR
275750,3,KBSTAR 코스닥150선물인버스,5995,2,175,3.01,6011.0,9.6045,73754,440,45,KBSTAR
373490,2,KODEX K-이노베이션액티브,8965,5,-365,-3.91,8967.0,1.2479,337,3,45,KODEX
277650,2,TIGER 코스피중형주,12755,5,-355,-2.71,12752.0,-7.0543,538,6,45,TIGER
285000,2,KBSTAR 200IT,11075,5,-360,-3.15,11131.0,-8.4468,866,9,44,KBSTAR
098560,2,TIGER 방송통신,7630,5,-260,-3.3,7629.0,-10.239,1669,12,44,TIGER
321410,7,KODEX 멀티에셋하이인컴(H),8640,2,10,0.12,8629.0,-6.4499,35,0,43,KODEX
275300,2,KODEX MSCI퀄리티,7180,5,-85,-1.17,7144.0,-8.2123,6,0,43,KODEX
380340,2,KINDEX Fn5G플러스,6155,5,-215,-3.38,6151.0,-9.7095,1060,6,43,KINDEX
427120,2,KBSTAR Fn플랫폼테마,6685,5,-245,-3.54,6690.0,-15.6422,420,2,43,KBSTAR
277640,2,TIGER 코스피대형주,10655,5,-345,-3.14,10736.0,-7.3295,2793,30,43,TIGER
291890,4,KODEX MSCI EM선물(H),7035,5,-95,-1.33,7024.0,-13.7848,2025,14,42,KODEX
391680,1,HK 하이볼액티브,6780,3,0,0.0,6651.0,-8.9322,0,0,41,HK
220130,4,SOL 중국본토 중소형 CSI500(합성 H),4510,5,-55,-1.2,4511.0,-14.8321,184,0,41,SOL
298340,6,ARIRANG 국채선물3년,50710,2,25,0.05,50882.0,-1.3719,1,0,41,ARIRANG
291630,3,KOSEF 코스닥150선물레버리지,2920,5,-225,-7.15,2923.0,-21.375,43305,130,40,KOSEF
227560,2,TIGER 200 생활소비재,8210,5,-145,-1.74,8240.0,-4.3504,581,4,39,TIGER
368200,2,KBSTAR Fn K-뉴딜디지털플러스,7775,5,-150,-1.89,7810.0,-9.7381,90,0,39,KBSTAR
301400,1,ARIRANG 코스닥150,9605,5,-305,-3.08,9743.0,-10.6403,6010,57,38,ARIRANG
295820,1,ARIRANG 200동일가중,8505,5,-230,-2.63,8535.0,-7.7127,24,0,38,ARIRANG
217790,2,TIGER 가격조정,18950,5,-815,-4.12,18943.0,-0.0759,38,0,38,TIGER
140570,2,KBSTAR 수출주,9390,5,-350,-3.59,9442.0,-8.2431,1229,11,38,KBSTAR
301440,2,ARIRANG 코스피중형주,9360,5,-265,-2.75,9391.0,-6.3261,237,2,37,ARIRANG
284980,2,KBSTAR 200금융,6895,5,-45,-0.65,6891.0,-11.4232,1638,11,37,KBSTAR
267490,6,KBSTAR 미국장기국채선물레버리지(합성 H),7420,5,-295,-3.82,7390.0,-13.7507,35375,262,37,KBSTAR
292340,3,마이티 200커버드콜ATM레버리지,6065,5,-220,-3.5,6045.0,-19.3197,66,0,36,마이티
309210,2,ARIRANG KRX300헬스케어,7860,2,75,0.96,7935.0,-11.4335,712,5,36,ARIRANG
244660,2,KODEX 퀄리티Plus,7005,5,-95,-1.34,7025.0,-13.4674,1247,8,35,KODEX
376250,2,ARIRANG 탄소효율그린뉴딜,6925,5,-180,-2.53,6954.0,-7.5472,130,0,35,ARIRANG
334690,5,KBSTAR 팔라듐선물(H),11510,2,100,0.88,11541.0,3.6801,2156,24,35,KBSTAR
281990,2,KBSTAR 중소형고배당,9825,5,-240,-2.38,9875.0,-7.8297,610,6,34,KBSTAR
252720,2,KBSTAR 모멘텀밸류,11310,5,-230,-1.99,11346.0,-5.6033,5,0,34,KBSTAR
139310,5,TIGER 금속선물(H),5620,5,-145,-2.52,5675.0,-11.034,5227,29,34,TIGER
287330,2,KBSTAR 200생활소비재,6250,5,-120,-1.88,6244.0,-3.9216,899,5,33,KBSTAR
412560,2,TIGER KRX BBIG K-뉴딜레버리지,2850,5,-95,-3.23,2840.0,-29.1216,65889,188,31,TIGER
278420,2,ARIRANG ESG우수기업,7740,5,-160,-2.03,7770.0,-3.482,5125,39,31,ARIRANG
306530,3,HANARO 코스닥150선물레버리지,5885,5,-365,-5.84,5880.0,-22.0213,30951,186,31,HANARO
252730,2,KBSTAR 모멘텀로우볼,12225,5,-180,-1.45,12265.0,-7.009,425,5,31,KBSTAR
266550,2,ARIRANG 중형주저변동50,9240,5,-245,-2.58,9277.0,-6.4596,68,0,28,ARIRANG
280920,2,ARIRANG 주도업종,7180,5,-115,-1.58,7181.0,-9.2662,70,0,25,ARIRANG
334700,5,KBSTAR 팔라듐선물인버스(H),4050,3,0,0.0,4082.0,-13.9214,5695,23,24,KBSTAR
285020,2,KBSTAR 200철강소재,7035,5,-230,-3.17,7030.0,-4.0925,972,6,21,KBSTAR
315480,2,KBSTAR 200커뮤니케이션서비스,10925,5,-330,-2.93,10968.0,-14.5731,16,0,15,KBSTAR
284990,2,KBSTAR 200에너지화학,9250,5,-325,-3.39,9270.0,-10.9303,1047,9,11,KBSTAR
287320,2,KBSTAR 200산업재,10135,5,-250,-2.41,10185.0,-6.4415,6,0,8,KBSTAR
287310,2,KBSTAR 200경기소비재,9040,5,-235,-2.53,9041.0,-2.2656,9,0,7,KBSTAR
