번호,제목,생산일,조회수,내용번호
207,사업시행자가 조합인 경우 사업시행자를 조합 구성원인 법인으로 변경이 가능한지요?,2007-07-12,725,2894349
206,신림뉴타운지구에서 제외된 인접지를 추가로 편입할수 있나요?,2007-07-12,811,2894366
205,재정비촉진지구에서 주택규모 및 건설비율 특례내용은 무엇인가요?,2007-07-12,398,2898551
204,주택재건축사업에 대해서 구역지정 요건등을 완화하지 않은 이유는 무엇인가요?,2007-07-12,731,2894952
203,재정비촉진지구 지정시 행위 등의 제한 내용은 무엇인가요?,2007-07-12,1558,2894347
202,지적행정시스템 운영 관리,2007-07-12,1177,2897906
201,전자지번도개발 및 관리 무엇인가요?,2007-07-12,557,2897905
200,개발이익환수에관한법률은 무슨 법률인가요?,2007-07-12,981,2894410
199,서울의 대기오염 저감을 위해 기후환경본부 대기정책과에서 추진하는 대책은 무엇입니까?,2007-07-11,1552,2895678
198,"도시계획시설(체육시설, 공공청사, 연구시설, 도서관, 문화 시설) 결정 절차",2007-07-11,4834,2897726
197,공원에서 일용직으로 일하고 싶은데 채용 요건은?,2007-07-11,404,2894196
196,도시계획입안중인 지역에는 건축허가가 불가능한가요?,2007-07-11,1421,2894384
195,제2종 일반주거지역은 7층 지역과 12층 지역이 하던데 차이가 뭔가요?,2007-07-11,5167,2895621
194,오피스텔 심의기준이란 게 있다는데 현재에도 운영하고 있는가요?,2007-07-11,4016,2894261
193,아파트지구 중 기본계획 재정비가 안된곳은 몇개소인가요?,2007-07-11,533,2895059
192,서울시내 아파트지구는 몇 개소가 있나요?,2007-07-11,669,2897469
191,"[시장표창] 수상대상, 상품, 확인서, 양식다운로드",2007-07-10,2042,2898128
190,청소용품 납품이 가능한지? (뚝도정수사업소),2007-07-10,144,2894936
189,검침 등 민간위탁 업무 수탁업체는 몇년간 계약되어 있고 계약방법은 어떻게 되나요?,2007-07-10,125,19353860
188,중고물품을 직접 살 수 없나요? (뚝도정수사업소),2007-07-10,220,2894237
187,지하차도가 야간에 어두운데 더 밝게 가능한가요?,2007-07-10,281,2894550
186,정수장에서 실시하는 먹는물 검사항목과 주기는?,2007-07-10,474,19333504
185,학생들이 집에서 직접 pH측정을 할수 있는 방법은 없나요?,2007-07-10,944,2895498
184,수도권 사업장 대기오염물질 총량관리제 (오염물질 배출허용량 할당),2007-07-09,3740,2895328
183,"소형 열병합 발전시설을 확대하여 운영하면 대기오염을 줄이고, 온실가스 발생량을 저감할 수 있을 것으로 사료 됩니다. 더 많은 열병합발전시설을 설치가능한가요?",2007-07-09,472,2895555
182,청계천 복원 이후 서울시 기후 변화에 어떤 영향이 있었는지 알고 싶습니다.,2007-07-09,583,2894449
181,사유지가 하천구역에 편입되어 있는데 보상이 가능한가요?,2007-07-06,3011,2898252
180,"[서울의제 21실천공모사업] 내용,지원규모,신청방법 안내",2007-07-06,388,2898373
179,가로등 격등제 운영및 설치 현황은?,2007-07-06,3676,2898621
178,도로는 어떤 절차로 새로 건설되나요?,2007-07-06,1684,2894183
177,시.도의 구분은 어떻게 이루어지면 구분이유는 무엇인가요?,2007-07-06,1585,2894184
176,강동구 구천면길확장은 언제 공사가 완료 되나요?,2007-07-06,1169,2894185
175,금호유수지~교통안전회관간 도로확장 사업은 언제 완료되나요?,2007-07-06,715,2894188
174,행정서비스헌장에 관한 문의,2007-07-04,467,2898627
173,남산 관광자원화 사업내용은?,2007-07-03,414,2894472
172,서울의 주민소득을 알 수 있나요?,2007-07-02,233,2897312
171,서울시 전자우편 문의하려면?,2007-07-02,2754,2896592
170,ㅇㅇ홈페이지가 안 열리는데요?,2007-07-02,419,2895386
169,서울시에는 몇 개의 지구단위계획구역이 있나요?,2007-07-02,3,26881068
168,서울 신문고 폐지 사유는?,2007-06-26,539,2894181
167,시유재산을 점유하고 있는데 이 땅을 살 수있나요?,2007-06-21,533,2895041
166,하자보수 보증금의 납부금액 결정은 어떤 방법으로 결정되나요?,2007-06-21,188,2894208
165,무료급식 운영 장소,2007-06-14,10225,2898235
164,하수관과 차집관로의 차이점은 무엇입니까?,2007-06-13,8356,2898247
163,이사화물업체 이용시 주의사항(자치구 업무),2007-05-29,1725,2895967
162,"시설을 운영하는 것을 목적으로 하는 사회복지법인 신청시 행정기관에서 시설의 운영비 2년치를 확보하여야 법인설립허가가 가능하다는데, 타당한 요구인지요?",2007-05-25,368,2897140
161,"초, 중, 고등학생의 전학 문의",2007-05-23,1432,2895660
160,수돗물에서 벌레의 유충이 나왔어요,2007-05-22,5381,2894385
159,건설공사 설계변경은 어떻게 하나요?,2007-05-21,752,2894177
158,건설공사 책임감리는 주로 어떤 공사들을 하는가요?,2007-05-21,494,2894940
157,상수도 배관망도 자료 획득 방법은?,2007-05-17,962,2897597
156,시유재산 매매(매입)계약 체결후 소유권을 이전하고 싶은데 어떻게 해야하나요?,2007-05-14,603,2896453
155,공사후 폐기물이 방치 되어 있는데 어디에서 처리합니까,2007-05-11,113,19379691
154,서울시 상수도공사 계획은 몇 년 계획으로 시행하나요?,2007-05-10,945,2894395
153,수도 검침시 지역 분구 일련번호는 무슨 의미죠?,2007-05-09,868,2895345
152,시선유도표지와 갈매기표지의 차이점?,2007-04-27,2696,2894540
151,도로표지 안내지명에 사용되는 문안의 기준은?,2007-04-27,720,2896793
150,설계업ㆍ감리업양도 양수 신고 어떻게 하면 되나요?,2007-04-26,814,2896449
149,실전창업스쿨 이수 후 창업자금 보증규모는?,2007-04-26,342,2895644
148,복합환승센터란?,2007-04-25,4111,2894623
147,장애인 시설(노인요양원)이 협소한 경우 반드시 화장실을 남녀 구분하여 설치 하여야 하나요?,2007-04-25,750,2895552
146,"재가봉사센터를 이용하고 싶은데 이용절차는 어떻게 되며, 봉사원이 되려면 어떻게 해야 하나요?",2007-04-24,660,2894944
145,"[서바이벌게임] 개요,운영방법 및 프로그램,참가방법,게임장 위치",2007-04-24,3348,2894875
144,청소년 프로그램 위탁운영단체 공모,2007-04-24,1167,2895692
143,"[방과후 아카데미] 목적,프로그램내용,운영시간,이용대상및 요금부담,신청방법",2007-04-24,1512,2898242
142,서울시 유명한 맛집 등을 소개해 주세요.,2007-04-24,1246,2896404
141,버스 정류소 번호 또는 정류소 아이디가 무엇인가요?,2007-04-20,7952,2896422
140,서울시 차량통행속도조사 결과자료는 어디에서 얻을 수 있나요?,2007-04-20,296,2898016
139,서울시 건축위원회(건축심의)에 대한 질의,2007-04-19,4376,2896482
138,세무행정과정교육을 받고 싶은데 신청과 절차는 어떠한지요?,2007-04-17,181,2894378
137,광암정수사업소 자동화시스템은 어떻게 구성되었나요?,2007-04-17,195,2894218
136,서울시에서 운영하는 양묘장이 있나요?,2007-04-16,2135,2895608
135,도로관리정책 포럼이란?,2007-04-16,488,2894430
134,봉수대란 무엇인가요? (서울의 5개 봉수대),2007-04-16,4788,2894907
133,잠실야구장 프로 야구 예매 안내,2007-04-16,115306,2896926
132,책임감리용역비는 어떻게 산정합니까?,2007-04-13,3322,2894176
131,지급명령 계좌송금은 무엇인가요?,2007-04-13,689,2894114
130,국유지상에 있는 사유건물을 시세에 비해 비싸게 매입했습니다. 구제수단은 없는지요?,2007-04-13,801,2894603
129,제 계좌로 시청에서 돈이 입금되었는데 어떤 내역이죠?,2007-04-13,757,2895639
128,재무국 소관 업무는 무엇인가요?,2007-04-13,305,2896438
127,"서울시의 국정감사는 언제 실시되며, 어느 국회 상임위원회에서 주로 실시하였나요?",2007-04-12,882,2898567
126,지구단위계획에서 공동개발이란 무엇인가요?,2007-04-12,2425,2898534
125,획지계획이란 무엇이고 왜 하는 것인가요?,2007-04-12,1825,2895627
124,도시건축공동위원회 위원은 어떤 분들로 구성되나요?,2007-04-12,615,2898535
123,건설기술용역이란 무엇을 말하는 건가요?,2007-04-12,4564,2894450
122,설계의 경제성 등 검토(설계VE)란 무엇입니까?,2007-04-12,1127,2894179
121,설계용역업체 선정 시 적격심사기준은 어떻게 됩니까?,2007-04-12,1789,2894648
120,"택시유가보조금, 부가세경감(보조), 콜보조금의 차이는?",2007-04-12,3895,2898157
119,광역교통시설부담금 납부시기 및 구비서류는?,2007-04-12,3247,2896644
118,투자심사는 1년에 몇 회 정도 실시합니까?,2007-04-12,244,2898596
117,서울시 투자사업심사에 관한 규칙 열람,2007-04-12,351,2898593
116,투ㆍ융자사업심사란 무엇입니까 ?,2007-04-12,367,2897165
115,지방공사와 지방공단은 무엇이 다른가요?,2007-04-11,1174,2894402
114,조례ㆍ규칙심의회의 기능은 무엇인가요?,2007-04-11,453,2894153
113,DMC단지 미술장식품 설치란?,2007-04-11,567,2896651
112,DMC 입주기업은?,2007-04-11,193,2897229
111,장애인들을 위한 공중화장실은 없나요?,2007-04-11,660,2895506
110,"[주민자치센터] 기능, 설치기준, 관할구역 변경",2007-04-10,1426,2894880
109,주택재개발정비사업조합에서 주택분양을86㎡로 왜 제한 하나요?,2007-03-12,599,2894345
108,"조합설립인가 이후, 당초 조합원인 처 의 지분 일부를 증여 취득하여 조합원이 될 수 있는지 여부는 무엇인가요?",2007-03-09,1336,2894453
107,"조합원 사망하여 부인이 상속받을 경우, 조합원 자격 자동 승계여부와 조합원 사망으로 상속받지 않았으나 상속인에 대한 자격 지속여부 어떻게 되나요?",2007-03-09,3057,2898197
106,당초 정비사업에 동의하였다가 추진위원회 또는 인가권자에게 동의철회 의사를 서면으로 제출한 경우 동의자 수 산정 여부는 무엇인가요?,2007-03-09,820,2894348
105,추진위원회는 정비구역 지정 전 승인신청 가능한지요?,2007-03-09,699,2898195
104,하나의 필지에 수인이 공유하는 경우 토지등 소유자 산정기준는 무엇인가요?,2007-03-09,671,2894350
103,당초 조합설립에 미동의한 토지등 소유자가 매도청구 소송을 제기한 이후 조합설립에 동의하였을 경우 조합임원의 피선출권이 있는지요?,2007-03-09,675,2894352
102,시장정비사업으로 아파트 분양할 시 입주자모집공고를 언제 하여야 하는지요?,2007-03-09,336,2895500
101,"시장정정비사업조합에 가입되어 있는 조합원으로서 관리처분계획인가 이전에 가입, 탈퇴가 자유로운지요?",2007-03-09,490,2894351
100,단말기에서 교통카드 인식은 어떻게 하나요?,2007-02-22,5243,2896647
99,"시,구청 공무원 직위별 직급체계",2007-01-30,75253,2895379
98,서울시 생활체육지도자 채용,2007-01-26,2662,2897256
97,유효기간 미표시 된 상품권은 사용할 수 없나요?,2007-01-24,706,2894700
96,중심지형 재정비촉진지구현황 및 사업방식은 무엇인가요?,2007-01-24,288,2894367
95,외국에서 민원서류를 발급받으려면?,2007-01-24,940,2896225
94,국외거주자입니다. 민원서류를 발급받을 수 있나요?,2007-01-24,309,2894856
93,정부 차관회의 개최,2007-01-24,355,2894152
92,행정정보공동이용센터의 행정정보공동활용을 하고자 하면 어떻게 하나요?,2007-01-23,769,2895569
91,증명발급관리시스템은 어떤 시스템인가요?,2007-01-23,459,2895571
90,배기가스 배출차량관리는 어떤 시스템인가요?,2007-01-23,605,2894373
89,행정정보공동이용센터는 어떻게 운영되나요?,2007-01-23,1677,2895568
88,청산금관리시스템은 어떤 시스템인가요?,2007-01-23,361,2895572
87,"[어린이집 운영] 국공립과 민간시설의 월급제 보육시설장인 경우, 고용보험과 산재보험이 가입이 가능한가요?",2007-01-23,2144,2897013
86,어린이집 시설장의 겸직 가능여부 및 초등교사 시설장 자격 인정여부,2007-01-23,2240,2895959
85,50인이상을 보육하는 시설에서 놀이터 사용규정에 관련된 사항은?,2007-01-23,749,2895782
84,[어린이집 운영] 영아반과 유아반을 혼합 운영할 경우 운영비 지원,2007-01-23,793,2898597
83,대기환경개선에 관한 시행계획 작성 시기는?,2007-01-22,419,2896206
82,서울의 대기질 개선목표는?,2007-01-22,1162,2897005
81,수도권 대기환경 개선에 관한 특별법의 주요 내용은 무엇입니까?,2007-01-22,1625,2896574
80,부서에 직원 이동이 있는 경우 전자문서 조직도에 등록하려면 어떻게 해야 하나요?,2007-01-08,477,2897668
79,차상위계층 의료급여 선정방법과 절차는 어떻게 되나요?,2007-01-07,11190,2895510
78,"[교통정보] 서울시내 및 수도권(고속도로진입)의 교통소통,통제,집회정보 문의처는?",2007-01-07,9355,2894874
77,"도시기반시설본부 위치, 사업자등록번호",2007-01-07,8267,2895623
76,"서리풀터널(장재터널,정보사터널) 착공시기, 위치, 규모 문의",2007-01-07,7546,2895858
75,"[청소년 시설] 유스호스텔 현황, 건립기준 및 건립.운영 방법",2007-01-07,6513,2895863
74,시설물 유지관리란 무엇인가?,2007-01-07,5597,2894444
73,여성보호센터 안내,2007-01-07,4407,2898566
72,"[서울여성플라자] 위치,연락처,설치시설물,교통편",2007-01-07,3771,2898606
71,회송열차란?,2007-01-07,3407,2894195
70,문화재 보호구역,2007-01-07,3101,2896821
69,광화문시민열린마당 이용신청,2007-01-07,2640,2897182
68,화물터미널이란?,2007-01-07,2494,2894214
67,식품접객업소의 외부간판(상호 등)을 신고받은 사항과 다르게 표시하는 경우도 처벌을 받습니까?,2007-01-07,1912,2897049
66,서울시 부채규모는 얼마나 되나요?,2007-01-07,1865,2898410
65,서울시내 고가도로의 유지관리 부서는?,2007-01-07,1830,2894716
64,지방채란 무엇인가요?,2007-01-07,1696,2894151
63,서울을 중국어로 표기하는 방법은 무엇입니까?,2007-01-07,1671,2894478
